大会,予選,問題番号,問題,正解,補足
20,中部,11,たらい回しとは、銭湯でたらいを共同で使ったことに由来する。,×,
20,中部,12,カニが吹き出す泡は、唾液である。,×,
20,中部,13,15歳未満の日本の子供。男の子より女の子の方が多い。,×,
20,中部,14,グリム童話の白雪姫。初版本では、意地悪なお母さんは継母ではなく、本当のお母さんだった。,○,
20,東北,1,日本では「記念硬貨」と同じように「記念紙幣」も発行された。,×,
20,東北,2,仙台に残る重要文化財、坤輿（こんよ）万国全図は、室町時代より前に作られた。,×,
20,東北,3,牛乳の成分、五割以上は水分である。,○,
20,東北,4,アインシュタインは、ノーベル物理学賞の他にノーベル化学賞も取っている。,×,
20,東北,5,外国人でも日本の文化勲章は授章できる。,○,
20,北陸,1,日米海の大決戦！ポパイと海王丸　先に誕生したのはポパイである。,○,
20,北陸,2,ポパイの大好物、ほうれん草にも花は咲く。,○,
20,北陸,3,デンキクラゲ、デンキナマズ、デンキウナギ、いずれも電気を出す。,×,
20,北陸,4,たらちり、ふぐちりなどの「ちり鍋」は、魚の身がちりちりっと縮むのでこの名がついた。,○,
20,北陸,5,英語で男の子っぽい事を「ボーイッシュ」というが、女の子っぽいことは「ガーリッシュ」という。,○,
21,沖縄,1,こめかみ、キィ～ン！　アイスクリームは、賞味期限を表示しなければならない。,×,
21,沖縄,2,登録商標をしたものが製造中止になると、その時点で登録も解除される。,×,
21,沖縄,3,四人姉妹を主人公にした「若草物語」。著者のオルコット自身も四人姉妹である。,○,
21,沖縄,4,日本の通貨単位「円」は、明治元年から採用された。,×,
21,沖縄,5,チョウチンアンコウは、体つきがラグビーボールに似ている事から、英語で「フットボールフィッシュ」と言う。,○,
21,沖縄,6,「あゆ」と呼ばれる浜崎あゆみは、魚座生まれである。,×,
21,沖縄,7,芽キャベツは、キャベツの芽が出た頃に摘み取ったものである。,×,
21,関東,1,ニューヨーク・自由の女神も手に持つ「米国独立宣言書」には、21世紀の合い言葉“POWER”の文字が使われている。,○,
21,関東,2,ニューヨークの皆さん121人に聞きました。「日本を代表する人物は誰ですか？」　１位は大リーグのイチローより、日本の総理・小泉純一郎だった。,×,
21,関東,3,笑った時と泣いた時。目尻にできるシワは、同じ筋肉を使う。,○,
21,関東,4,一般的に使われるトイレットペーパーの紙の幅は、12cmのＣＤよりも大きい。,×,
21,関東,5,爪も日焼けする。,×,
21,関東,6,イモリは脱皮する。,○,
21,関東,7,新・旧500円硬貨。新しい方が重い。,×,
21,関東,8,日本と同じように、島国・イギリスにも火山はある。,×,
21,関東,9,師弟関係だった、夏目漱石と芥川龍之介。共に英語教師をしていた。,○,
21,関東,10,ポキポキ刃先を折りながら使う、カッターナイフを作るヒントになったのは、板チョコである。,○,
21,関東,11,お茶漬けパックに、あられを入れるきっかけとなったのは、湿気を吸収させるためである。,×,
21,関東,12,長ネギは、緑色から下の部分は全て茎である。,○,
21,関東,13,ヤギもヒツジも、ウシ科の動物である。,○,
21,九州,1,大リーガー・新庄の活躍など、世界の話題を掲載する英字新聞。日本で初めて発行されたのは、ペリーが来航した浦賀ではなく、出島のある長崎である。,○,
21,九州,2,九州が生んだメジャーリーガー・新庄。ニューヨーク・メッツの記念すべき初打席はシングルヒットでしたが、阪神時代のプロ初打席はホームランだった。,×,
21,九州,3,ナマケモノは子供を出産するときも、木にぶら下がったまま行う。,○,
21,九州,4,蚊取り線香の形は、商品化された時から渦を巻いていた。,×,
21,九州,5,日米アイディア合戦！　去年一年間で取得した特許の数は、アメリカより日本の方が多い。,×,
21,九州,6,ビーチバレーがオリンピックの正式種目になったのは、先のシドニーオリンピックからである。,×,
21,九州,7,「チクタク　チクタク」、「ジグザグ　ジグザグ」。共に英語である。,○,
21,九州,8,「日本国憲法」にも、著作権はある。,×,
21,九州,9,第一回直木賞の賞金は、直木三十五にちなんで、35円だった。,×,
21,近畿,1,日本に吹き荒れるPOWER！　小泉首相のキャラクターはシシローですが、日本の歴代総理56人の12星座も、獅子座が一番多い。,×,
21,近畿,2,日本の歴代総理56人の12星座で、最も多いのは、小泉純一郎の山羊座である。,○,
21,近畿,3,日本では、決闘を挑むと罪になると、法律に定められている。,○,
21,近畿,4,アラビア語の「アンタ」は、日本語で奥さんが旦那に言う「あなた」と、同じ意味である。,○,
21,近畿,5,山形県には、新庄市新庄町新庄村という住所がある。,×,
21,近畿,6,日本で初めて蛍光灯が照明として点灯されたのは、現存する日本最古の木造建築、法隆寺である。,○,
21,近畿,7,「清く、正しく、美しく」をモットーとする、宝塚音楽学校。校章のマークは「純血」と言う花言葉を持つ、桜である。,×,
21,近畿,8,春に獲れた真鯛をサクラダイと言いますが、秋に獲れたものはモミジダイと言う。,○,
21,近畿,9,「たらい回し」。英語では「バケツリレー」と言う。,×,
21,近畿,10,「立てば芍薬、座れば牡丹、歩く姿は百合の花」。出てきた花は、全て同じ科の植物である。,×,
21,四国,1,高校生クイズの宝、それはもちろん君たち高校生！　国の宝は国宝、そこで問題。外国にある日本の宝でも、国宝に指定できる。,×,
21,四国,2,四国名物・鳴門の渦潮は北半球にできるため、台風同様、すべて左巻きである。,×,
21,四国,3,海の上に停泊している船の出航時刻は、イカリが海底から離れたときである。,○,
21,四国,4,四国・岡山で最も高い城・今治城の天守閣は、東京ディズニーランドのシンボル・シンデレラ城より高い。,×,
21,四国,5,針葉樹林地帯・タイガに生息するトラもいる。,○,
21,四国,6,とくとご覧あれ！　この「とくと」とは、「特に」「特別に」という意味である。,×,
21,四国,7,愛媛出身、俳人・高浜虚子の本名は「キヨシ」である。,○,
21,四国,8,音楽の母・ヘンデルと、音楽の父・バッハ。共に同じ年に生まれましたが、長生きしたのは、やはり音楽の母である。,○,
21,四国,9,棒高跳びの棒。跳びやすければ、どんなに太くても、どんなに長くても構わない。,○,
21,四国,10,サツマイモと、サトイモ。100ｇの中でカロリーが高いのはサツマイモである。,○,
21,四国,11,マンホールのフタの形は、丸と決められている。,×,
21,四国,12,天気予報の降水確率は、君たち高校生が生まれる前から発表されていた。,○,
21,中国,1,広島の象徴でもある鯉は、あの「日本書紀」にも記されていますが、その鯉が登場するのは、なんとロマンスを描いた「恋」の場面である。,○,
21,中国,2,世界の都市の名前には、「マール」もあれば「バーツ」もある。,○,
21,中国,3,大理石の模様がさらに細かいものを、小理石と言う。,×,
21,中国,4,後ろを見よ！　かつて山陽鉄道は、車掌さんを「車長」と呼んでいましたが、「いよっ、社長！」の社長とまぎらわしい事から、車掌と呼ぶようになった。,○,
21,中国,5,世界の中で、穴の開いた硬貨があるのは日本だけである。,×,
21,中国,6,優れた車に贈られる「日本カー・オブ・ザ・イヤー」と同じように、船に贈られる「シップ・オブ・ザ・イヤー」もある。,○,
21,中国,7,ここ中国地方の名物、ふぐ、鯉、鯛、カニは、いずれも「日本書紀」に出てくる。,×,
21,中国,8,「ちゃんぽん」と「ビビンバ」。もともと「ごちゃ混ぜ」という、同じ意味の料理である。,×,
21,中国,9,シューベルト、ハイドン、モーツァルト。全員ウィーン少年合唱団出身である。,×,
21,中国,10,お腹の中の赤ちゃんにも、相続権はある。,○,
21,中国,11,蟻を食うアリクイはアリクイ科ですが、蟻を吸う鳥アリスイはキツツキ科である。,○,
21,中部,1,７年連続首位打者の日本記録をおみやげに、大リーグ入りしたイチロー選手ですが、大リーグ記録には、それを上回る選手はいない。,×,
21,中部,2,イチローと佐々木が在籍する、マリナーズの本拠地・シアトルは、神戸、横浜と姉妹都市を結んでいる。,×,
21,中部,3,マスクメロンの網目は、成長途中にヒビ割れた名残である。,○,
21,中部,4,山口から青森まで、本州にある全ての都府県で、古墳は見つかっている。,○,
21,中部,5,飛行機のタイヤ。雪が降ると、滑らないようにスタッドレスに履きかえる。,×,
21,中部,6,アリにも、胃はある。,○,
21,中部,7,名画「ヴィーナスの誕生」は、彫刻「ミロのビーナス」をヒントに描いたものである。,×,
21,中部,8,オリンピックの投擲（とうてき）種目、砲丸投げとハンマー投げ。投げる場所「サークル」の大きさは同じである。,○,
21,中部,9,富士山の山頂にある郵便局の名は、もちろん「日本一之山郵便局」である。,×,
21,中部,10,国会の速記者。芯が折れやすいシャープペンシルを、使ってはならない決まりになっている。,×,
21,中部,11,大麦からも、小麦粉は採れる。,×,
21,中部,12,猫舌を、英語では「キャットタン」と言う。,×,
21,中部,13,去年、外国人観光客が最も多かった国は、シドニーオリンピックが行われたオーストラリアである。,×,
21,中部,14,安藤広重の浮世絵「名所江戸百景」は、ピッタリ100ヶ所の風景が描かれている。,×,
21,中部,15,ＮＴＴの１１７の時報。３分以上聞き続けても、料金は変わらない。,×,
21,中部,16,ものを売る「店」。その由来は、商品を見せる「棚」が縮まったものである。,○,
21,中部,17,芥川龍之介は、辰年の辰の月、辰の日の辰の時刻に生まれたので、その名がついた。,○,
21,中部,18,アメリカ合衆国50州をアルファベット順に並べると、最後はワシントン州である。,×,
21,中部,19,郵便配達員の制服第一号は「はっぴ」でしたが、その背中には郵便マークの「テ」と書かれていた。,×,
21,東北,1,大リーグの祭典・オールスターの夢舞台に立った、東北が生んだ大魔神。背番号22・マリナーズの佐々木主浩投手の誕生日は２月22日であるが、生まれた時間も午後２時22分である。,○,
21,東北,2,国会の速記者。飛び交うヤジも記録している。,○,
21,東北,3,卓球は英語で「table tennis」と言うが、卓球台は「table tennis table」である。,○,
21,東北,4,現在発行されている日本のお札。再生されてトイレットペーパーになる事もある。,×,
21,東北,5,大相撲には、決まり手を判断する、その名も「決まり手係」がいる。,○,
21,東北,6,小説「坊っちゃん」の作者・夏目漱石に実の子供、つまり坊っちゃんはいなかった。,×,
21,東北,7,シラミも脱皮する。,○,
21,東北,8,一万円札の肖像・福沢諭吉のお父さんは、「ひゃくすけ」と言った。,○,
21,東北,9,トカゲの仲間「オンナダケヤモリ」に、オスはいない。,×,
21,北陸,1,北陸ブロック・各県名字ベスト100によると、最も多く人に使われている漢字は、さすが米所の象徴、田んぼの「田」である。,○,
21,北陸,2,北陸が生んだ平成の大打者・松井秀喜、昭和史にその名を残す大投手・江川卓。この二人の大型怪物、血液型ももちろんＯ型である。,○,
21,北陸,3,歯が折れる事を、医学的に「骨折」と言う。,×,
21,北陸,4,「蜃気楼」の季語は、夏である。,×,
21,北陸,5,１、２、３、ダー！！　そう、アントニオ猪木のライバル、ジャイアント馬場の誕生日は１月23日。,○,
21,北陸,6,日本の都道府県、全てに村はある。,×,
21,北陸,7,電子レンジと蒸し器で肉まんを温めた時、早く冷めるのは電子レンジの方である。,○,
21,北陸,8,春の七草と、秋の七草。いずれも花を咲かせる植物である。,○,
21,北陸,9,階段の踊り場。英語では「dance place」と言う。,×,
21,北陸,10,大相撲にはかつて、しこ名がひらがなだけの力士がいた。,○,
21,北海道,1,ここ北海道には、札幌交響楽団と言うオーケストラがありますが、オーケストラで出番の多いバイオリンと、少ないシンバルでは、基本的に給料が違う。,×,
21,北海道,2,日本初の女子留学生が行った先は、「少年よ、大志を抱け」と言ったクラーク博士の生まれた国、アメリカだった。,○,
21,北海道,3,コイやナマズと同じように、「オジサン」と言う魚にもヒゲがある。,○,
21,北海道,4,ピーターラビットの作者。実際に「ピーター」と言う名前のウサギを飼っていた。,○,
21,北海道,5,モグラは土の中を進みやすいように、頭からお尻に向かって毛が生えている。,×,
22,沖縄,1,ドキッとした時の冷や汗も、汗と同じようにしょっぱい。,○,
22,沖縄,2,現在発行されている日本の硬貨。50円玉二枚よりも、500円玉一枚の方が重い。,×,
22,沖縄,3,エスカレーターには、定員はない。,○,
22,沖縄,4,「まぶた」とは、ズバリ「目のフタ」という意味である。,○,
22,関東,1,真冬の夢大陸への第一歩！　日本人がオーストラリア大陸に初上陸した時の記録を辿ると、その第一歩は君たちのゴールと同じ、メルボルンであった。,○,
22,関東,2,日本に現存する最古の世界地図に、日本はあるが、オーストラリア大陸は描かれていない。,○,
22,関東,3,おなかが空いたとき“グゥ～”と鳴るのは、胃袋である。,×,
22,関東,4,“位置について用意！”　日本初の運動会では、“ヒィフゥミィ”と合図していた。,○,
22,関東,5,大実験クイズ！　アルミホイルで携帯電話をスッポリくるむと、繋がらない。,○,
22,関東,6,おいしいスイカの見分け方。叩いた音が高ければ高いほど、おいしい。,×,
22,関東,7,“わたし”は日本語ですが、“タワシ”はポルトガル語である。,×,
22,関東,8,鮭は白身の魚である。,○,
22,関東,9,漢字の“四”。生まれた当初は、漢字の“三”に横棒を一本つけた四本線だった。,○,
22,関東,10,世界初のジグソーパズル。その絵柄は、考案者の顔であった。,×,
22,関東,11,ギネスブックによる交通渋滞の世紀記録。長さ世界一は、日本で記録されている。,×,
22,関東,12,東京都に国宝の建造物はない。,×,
22,九州,1,サッカー・ワールドカップで、必勝を祈願するサポーターが巻いていた、ハチマキ。元々、争いに勝つために武士が装備する武器の一つで、「勝ち巻き」と言った。,×,
22,九州,2,父の日、母の日を誕生させたアメリカには、“祖父母の日”もある。,○,
22,九州,3,世界には、日本一高い富士山の高さより、深い湖がある。,×,
22,九州,4,「♪亜麻色の～　長い髪を～　風がや～さしくつつ～む～」。なんて言う、「亜麻色の髪の乙女」を歌っている歌手・島谷ひとみの星座は、乙女座である。,○,
22,九州,5,新聞は紙面の中身を、全て広告にして発行する事ができる。,○,
22,九州,6,75歳以上で初めて運転免許を取ると、もみじマークと、若葉マークの両方を付けなければならない。,×,
22,九州,7,人間の遺伝子を解読する計画、ヒトゲノム。この“ヒト”は日本語である。,○,
22,九州,8,アベコベガエルの“アベコベ”は、オスよりメスが大きいアベコベを意味する。,×,
22,九州,9,モーニング娘。13人のメンバーの中に、平成生まれは一人もいない。,○,
22,九州,10,東京・上野にある西郷隆盛の銅像は、故郷・鹿児島を向いている。,×,
22,四国,1,来年、ここ四国で「綱引き日本一決定戦」が行われますが、綱引きのかけ声「オー・エス！　オー・エス！」は、助けを呼ぶ「SOS」を縮めた言葉である。,×,
22,四国,2,「♪も～もた～ろさん　も～もた～ろさん」で始まる唱歌「桃太郎」。最後まで唄っても、おじいさんとおばあさんは出てこない。,○,
22,四国,3,理想の上司No.1に輝いた、岡山出身・阪神タイガースの星野監督は、寅年生まれである。,×,
22,四国,4,アワビなど、巻き貝からも真珠は作れる。,○,
22,四国,5,湿気に弱い線香花火。その線香花火には、消費期限がある。,×,
22,四国,6,日本国憲法に「前文」はあるが、「後文」もある。,×,
22,四国,7,「ゆきづまる」、「につまる」。どちらも「施す手がなくなる」という意味である。,×,
22,四国,8,タコにもイカにも、エラはある。,○,
22,四国,9,時計塔「ビッグ・ベン」で知られるロンドンには、「リトル・ベン」もある。,○,
22,四国,10,現在発行されている１円玉の直径は、ジャスト１cmである。,×,
22,中国,1,世界遺産の厳島神社。宮司も、その世界遺産に登録されている。,×,
22,中国,2,日韓共同開催の2002年サッカーワールドカップ。開幕戦を行ったソウル市と、決勝戦の地・横浜市は、姉妹都市を結んでいる。,×,
22,中国,3,日本の歴代総理大臣で最も若く就任したのは、山口県が生んだ、初代の伊藤博文である。,○,
22,中国,4,ん～っ、かゆい！　そう、これからの季節、多くなります。血を吸う蚊、吸い足りないと貧血になる。,×,
22,中国,5,ラッコが貝を割るときに使う自分専用の石は、一度持ったら同じ石を一生使い続ける。,×,
22,中国,6,小説のタイトルにも、著作権はある。,×,
22,中国,7,日本全国にある、ひらがなの名前の市・町・村。多い順に並べても「市町村」となる。,○,
22,中部,1,愛知万博まであと９６２日であるが、名古屋のシンボル『金の鯱』は万博出展のために海を渡ったことがある。,○,
22,中部,2,小麦粉の強力粉よりもさらに強い「超強力粉」もある。,○,
22,中部,3,静かな湖畔で鳴くカッコウも、鳴くまで待とうホトトギスとともに渡り鳥である。,○,
22,中部,4,すべての炎には、「炎心」、「内炎」、「外炎」がある。,×,
22,中部,5,最大瞬間の瞬間とは、1秒のことである。,×,
22,東北,1,同じ長さのロープで作った、正方形と円。その中に黄金を薄ーく延ばした金箔を敷き詰めると、その面積は同じである。,×,
22,東北,2,1000円札に描かれた二羽のツル。実は、同じツルを左右から撮影したものである。,×,
22,東北,3,ピアノ曲「乙女の祈り」を作曲したのは、女性である。,○,
22,東北,4,法律上、実の弟や妹も自分の養子にする事ができる。,○,
22,東北,5,レオナルド・ダ・ヴィンチの「最後の晩餐」。その絵には、ナイフもフォークも描かれていない。,×,
22,東北,6,コショウの原産国は、カレーの国・インドである。,○,
22,東北,7,女人禁制と言われた大相撲の世界に、“女”と言う字がつく力士は一人もいない。,×,
22,東北,8,コアラには指紋はない。,×,
22,東北,9,永世中立国・スイスは世界中のどの都市とも、姉妹都市を結んでいない。,×,
22,東北,10,“総スカンを喰う”の“スカン”とは、“好きじゃない”という意味である。,○,
22,北陸,1,北陸名物・ズワイガニの缶詰めと、新鮮な生卵。この二つを、ゆっくり海へ沈めていくと、先に潰れるのは生卵である。,×,
22,北陸,2,日本人の干支の中で一番少ないのは、今年の干支、午（うま）年である。,○,
22,北陸,3,モーツァルトより、ベートーベンの方が長生きした。,○,
22,北陸,4,“柿の種”は、明治生まれの新潟名物である。,×,
22,北陸,5,歴代総理大臣56人のフルネーム。最も多く使われている漢字は、小泉純一郎の“一”よりも、“郎”の方である。,×,
22,北陸,6,ネズミ嫌いのドラえもんは、皮肉にも子（ねずみ）年生まれである。,×,
22,北陸,7,「私は国家と結婚している」の名言で知られるエリザベス一世は、言葉通り、生涯独身だった。,○,
22,北陸,8,毒キノコと、食用のキノコ。同じ木に生える事はない。,×,
22,北陸,9,「♪は～るよこい」と「♪は～るがき～た～」。それぞれ「春よ来い」と「春が来た」、先にできたのは「春が来た」である。,○,
22,北陸,10,部首のない漢字はない。,○,
22,北陸,11,白雪姫、かぐや姫、親指姫。いずれも、物語の中で結婚している。,×,
22,北陸,12,「罪と罰」の作者、ドストエフスキー。彼自身も警察に捕まって、罪と罰を背負った。,○,
22,北陸,13,日本の記念硬貨。最高額は10万円ですが、最低額は10円である。,×,
22,北陸,14,“人は七十才にもなれば、何をやっても道理を外れる事はしない”と説いたのは、孔子。実はその孔子も、七十才になる前にこの世を去った。,×,
22,北海道,1,北海道の観光名所で最初にジグソーパズルの絵柄になったのは、札幌のシンボル、時計台である。,×,
22,北海道,2,新鮮な海の幸に恵まれた、お寿司王国・北海道。お寿司屋さんで、ワサビのことを“ナミダ”と言う。,○,
22,北海道,3,日本の最低気温が記録されたのは、ここ北海道ですが、世界の最低気温が記録されているのは、やはり南極である。,○,
22,北海道,4,信号機の色を示す漢字。“赤”、“青”、“黄”は、全て小学校一年生で習う。,×,
22,北海道,5,ニキビは、手のひらにもできる。,×,
22,北海道,6,夫婦そろってノーベル賞を受賞しているキュリー夫妻。その娘も、夫婦そろってノーベル賞を受賞している。,○,
22,北海道,7,自動車大国、日本とドイツ。面積が広いのは、日本である。,○,
23,札幌,1,かつてこの地は、オリンピックが開かれた夢舞台でした。さて、オリンピックの五輪マークは、一筆書きできる。,○,
23,札幌,2,トンビがタカを生むといいますが、トンビはタカ科の鳥である。,○,
23,札幌,3,マンガ「ちびまる子ちゃん」。一家の血液型は全員Ａ型である。,×,
23,札幌,4,鼻の穴と穴の間の仕切りを「障子（しょうじ）」という。,○,
23,札幌,5,日本初の鉄道の食堂車のメニューはおにぎりであった。,×,
23,札幌,6,北海道名物夕張メロンは、農林水産省によると、野菜である。,○,
23,札幌,7,イギリス生まれのじゃがいも、メイクイーン。この「クイーン」とは、エリザベス女王のことである。,×,
23,札幌,8,かみ付くと離さないと言われているすっぽんには、歯は無い。,○,
23,札幌,9,Ｂの鉛筆とＨの鉛筆。電気を良く通すのは、芯の柔らかいＢの鉛筆である。,○,
23,札幌,10,酸性雨があるように、雪にも酸性雪がある。,○,
23,札幌,11,スペースシャトルの中に、トイレはあるが、シャワー室は無い。,○,
23,札幌,12,イチ・ニ・サン・シ・ゴ・ロク・ナナ・ハチ・キュウ・ジュウ。今読んだ数字は、全て音読みである。,×,
23,札幌,13,クモもタコと同じ八本足である。,○,
23,札幌,14,親指にはめるリングを「パパ」リングという。,×,
23,札幌,15,漢字で書くと瓜という字が入る、キュウリ・カボチャ・スイカ。全てウリ科の植物である。,○,
23,札幌,16,一万円札の表面積は10000平方ミリメートル以上ある,○,
23,札幌,17,水泳の平泳ぎ。中国語では「蛙泳」と書く。,○,
23,札幌,18,メジャーリーグを大リーグと言うように、英語でビッグリーグとも言う。,○,
23,札幌,19,イギリスのロンドンを流れるテムズ川は有名ですが、カナダの都市ロンドンにもテムズ川が流れている。,○,
23,仙台,1,２４００km、１５０日あまりの旅。「奥の細道」に書かれている芭蕉の句は、ぴったり５０句である。,○,
23,仙台,2,たとえ、１０年前に建築された建物でも、人が住んだことがなければ新築である。,×,
23,仙台,3,図書券に、有効期限はない。,○,
23,仙台,4,日本の市・町・村には、それぞれ、ひらがなの名前が存在する。,○,
23,仙台,5,日本に消費税が導入されたのは、君たちが生まれる前のことである。,×,
23,仙台,6,桃もスモモも、生産量世界一の国は中国である。,○,
23,大阪,1,優勝へのカウントダウン。１８年ぶりに快進撃をなしとげた阪神タイガースのジンクス。過去７回優勝していますがトラ年に優勝したことは１度も無い。,×,
23,大阪,2,ペットも戸籍に登録することが出来る。,×,
23,大阪,3,韓国の風習では、子供が生まれると、子供用の甘いキムチを漬ける。,×,
23,大阪,4,カタカナのテ。元々、手のひらの「手」から生まれた文字である。,×,
23,大阪,5,世界５大陸の意味を持つ、オリンピックの五輪。色も大陸ごとに決まっている。,×,
23,大阪,6,身長174cm。女性の中では大型の和田アキ子。血液型もＯ型である。,○,
23,大阪,敗者復活,敗者復活、ネバーギブアップ。ネバネバと糸を引く納豆は、かつて「いと」と呼ばれていた。,○,
23,東京,1,大リーグでメジャー１号満塁ホームランを打った松井秀喜がダイヤモンド１周に要した歩数は偉大なるＮＹヤンキースの先輩、ベーブルースの持つ年間最多本塁打数を上回る。,○,
23,東京,2,爆笑問題がコンビを結成し、東京ドームが完成した1988年、ヤンキース松井はすでに「ゴジラ」という愛称で親しまれていた。,×,
23,東京,3,日本人の手の指５本の中で爪が１番早くのびるのは、よく使う人差し指である。,×,
23,東京,4,東京の羽田は、もともとは飛行場があったことにちなんで付けられた名前である。,×,
23,東京,5,一斉に横断できるスクランブル交差点。日本ではじめて導入されたのは東京である。,×,
23,東京,6,ＮＴＴのテレホンサービス「天気予報」と「時報」。サービス開始が早かったのは時報である。,×,
23,東京,7,東京タワーのてっぺんから落ちても、アリは転落死しない。,○,
23,東京,8,夢を見ているときは絶対にいびきはかかない。,×,
23,東京,9,星座を８８に分けるようになったのは昭和になってからである。,○,
23,東京,10,数字の１から１００までを英語で書いても１度も登場しないアルファベットがある。,○,
23,東京,11,オランウータンはオランウータン科ですが、ゴリラはゴリラ科の動物である。,×,
23,東京,12,日本初の国際電話。つながった先はハワイである。,×,
23,福岡,1,「大和魂」という言葉がはじめて使われたのは、宮本武蔵の「五輪の書」である。,×,
23,福岡,2,日本代表として活躍する中田選手がイタリア国籍を取得すると、イタリア代表としてワールドカップに出場できる。,×,
23,福岡,3,長寿大国日本。歴代総理大臣の中には、100歳以上長生きした人もいる。,○,
23,福岡,4,大蔵省から財務省に名前がかわっても、英語の名称は同じである。,○,
23,福岡,敗者復活,日本にはじめてめがねを持ち込んだのは、キリスト教を伝えたザビエルである。,○,
23,名古屋,1,君たちの後ろにある木は、ケヤキの木ですが、では、木の中にはどんなに乾かしても水に浮かない木もある。,○,
23,名古屋,2,日韓共催サッカーワールドカップのように、オリンピックも２つの国にまたがっておこなわれたことがある。,○,
23,名古屋,3,本に挟むしおりは、元々４つおりの紙を挟んでいたことからその名前が付いた。,×,
23,名古屋,4,青春真っ只中。恋の病と言えば、恋患い。さて、英語でも「ラブシックネス」という。,○,
24,札幌,1,ケガニより毛深いケブカガニがいる。,○,
24,札幌,2,芋づる式の芋とはジャガイモのことである。,,
24,札幌,3,日本生まれのゲートボール。元々は、子供のスポーツ競技だった。,○,
24,札幌,4,剣道で使う竹刀は、いくら短くてもかまわない。　,○,
24,仙台,1,東北が誇る果物、さくらんぼの一種には「種なしさくらんぼ」がある。,×,
24,仙台,2,暑さをしのぐ場所という意味で避暑地という言葉があるが、寒さをしのぐ場所という意味の「避寒地」という言葉もある。,○,
24,仙台,3,東の米、「ひとめぼれ」も「あきたこまち」もコシヒカリの遺伝子を持つ米である。,○,
24,仙台,4,君たちが目指す首都、東京。その東京に地方裁判所は無い。,×,
24,大阪,1,宝塚歌劇団出身の女優で知られる、黒木瞳や天海祐希はとても華やかな名前ですが、歴代タカラジェンヌの中には本名でステージに立った人がいる。,×,
24,大阪,2,卓球では対戦相手とユニフォームが同じだったときどちらかが着替えなければならない場合もある。,○,
24,東京,1,日本の首相官邸で働く職員は全て日本国籍の国家公務員ですが、アメリカの象徴ホワイトハウスは自由の国だけに日本人でも職員として働くことができる。,×,
24,東京,2,世界中でもっともハードな仕事！ 国の最高責任者であるアメリカの歴代大統領と日本の歴代総理大臣。共に兄弟の中でも責任感の強い長男が一番多い。,○,
24,東京,3,ビー玉で栓をするラムネ。その瓶を日本で初めて製造した人の名は玉吉さんである。,○,
24,東京,4,乾電池の単一、単二、単三。高さは全て同じである。,×,
24,東京,5,「生たまご」と「ゆでたまご」。同じ条件なら長持ちするのは「ゆでたまご」である。,×,
24,東京,6,橙色の花をつける「キンモクセイ」もあれば、白色の花をつける「ギンモクセイ」もある。,○,
24,福岡,1,東京オリンピックの年から作られた新幹線。４７都道府県の半数以上を通っている。,○,
24,福岡,2,陸上競技の棒高跳び。風が強いと記録は無効になる。,×,
24,福岡,3,現在発行されている日本の硬貨を１種類ずつ並べていくと、１万円札よりも長くなる。,×,
24,福岡,4,ノーベル賞は自分を推薦することができる。,×,
24,名古屋,1,小惑星の中には「東京ジャイアンツ」「阪神タイガース」があるように、「中日ドラゴンズ」もある。,×,
25,沖縄,1,全国の高校教師の中で、一番多い教科は数学教師である。,×,
25,沖縄,2,お天気雨は気象観測上、雨と観測される。,○,
25,沖縄,3,日本の最高気温は40.8度であるが、最低気温もマイナス40度を下回る。,○,
25,沖縄,4,日本で百歳を超える人は一万人以上いる。,○,
25,沖縄,5,広辞苑で最初に出てくる文学作品は「ああ無情」である。,×,
25,関東,1,世界と戦う松井秀喜、中村俊輔、北島康介、安藤美姫らはここ一番のとき深呼吸をします。そこで宮里藍にも聞きました。彼女の勝負前のリラックス方もやはり深呼吸であった。,○,
25,関東,2,風船を持って富士山に登ると、山頂に着くまでに気圧によって必ず割れる。,×,
25,関東,3,蚊は血を吸いすぎると、ちょっとだけお尻から血をだす。,○,
25,関東,4,馬の歩き方。右前脚が地面についたら、次に出すのは左後脚である。,○,
25,関東,5,アメリカへの留学生が１番多い国は日本である。,×,
25,関東,6,「朝っぱら」とは、「朝飯前は空きっ腹だ」という意味である。,○,
25,関東,7,マヨネーズとケチャップ。先に発売された国産の調味料は、マヨネーズである。,×,
25,関東,8,「プリンスメロン」はプリンスホテルで開かれた会合の名から名付けれた。,○,
25,関東,9,一般的な関東地方と首都圏。広いのは関東地方のほうである。,×,
25,関東,10,ジャイアントパンダは大きいパンダですが、レッサーパンダは小さいパンダという意味である。,○,
25,関東,11,日本では偽札を警察に持っていくと、同じ金額のお札と交換してくれる。,×,
25,関東,12,５０円玉が発行されて、今年でちょうど５０年である。,○,
25,近畿,1,大阪名物「桜の通り抜け」。日本の象徴「桜」は南極を除く五大陸すべての場所で咲く。,○,
25,近畿,2,現在国会議員に小泉さんはいるが、大泉さんもいる。,×,
25,近畿,3,ナニワの誇り阪神タイガースをはじめとしたプロ野球１２球団、全選手８１７人の出身地の中で最も多いのはここ大阪府である。,○,
25,近畿,4,３５年前この場所、大阪万博に参加した国はすべて愛知万博にも参加している。,×,
25,近畿,5,日本海最大の島、佐渡島の面積は日本一大きい湖、琵琶湖より大きい。,○,
25,近畿,6,イチョウの木はイチョウ科の植物である。,○,
